employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason
00-39209542,Salwa,Purwanti,Female,Jawa Barat,Bogor,2023-04-30,Sales,Sales Specialist,Master,0,LinkedIn,20310373,Excellent,Yes,1999-11-27,,
00-11164601,Hani,Farida,Female,Sulawesi Selatan,Gowa,2023-10-09,Sales,Sales Representative,Bachelor,0,Indeed,7510213,Good,No,1982-12-23,,
00-63679416,Yono,Hutasoit,Male,Jawa Barat,Bandung,2020-12-01,Operations,Operations Analyst,Bachelor,0,Jobstreet,21614498,Needs Improvement,No,1988-03-24,,
00-93451534,Labuh,Marpaung,Male,Jawa Barat,Bandung,2015-01-19,Marketing,Content Creator,High School,20,Other,13488501,Satisfactory,No,2002-02-16,,
00-98798695,Caket,Napitupulu,Male,Jawa Barat,Bandung,2018-04-25,IT,System Administrator,Bachelor,0,LinkedIn,21940972,Satisfactory,No,1982-01-02,,
00-72386266,Kajen,Damanik,Male,Jawa Barat,Bogor,2017-11-14,Sales,Sales Specialist,PhD,0,Company Website,16264815,Good,No,1973-10-01,,
00-14309791,Cinta,Usamah,Female,Jawa Barat,Bandung,2020-04-16,Operations,Inventory Specialist,High School,0,Company Website,9578073,Satisfactory,Yes,1985-12-07,,
00-91248927,Edi,Dongoran,Male,Jakarta,Jakarta Barat,2023-04-02,IT,System Administrator,Bachelor,5,LinkedIn,17001903,Satisfactory,No,1976-04-29,,
00-71861253,Mila,Maryati,Female,Jawa Barat,Bekasi,2019-09-22,Sales,Sales Representative,Bachelor,0,Indeed,14418973,Excellent,Yes,1996-09-15,,
00-97355671,Dwi,Habibi,Male,Sumatera Utara,Medan,2024-06-03,IT,IT Support Specialist,Bachelor,0,Job Fair,7874955,Good,No,2003-01-09,,
00-63748842,Jarwadi,Santoso,Male,Jawa Barat,Bekasi,2020-02-12,Operations,Inventory Specialist,High School,0,Company Website,7708373,Satisfactory,No,1979-05-07,,
00-38963196,Wira,Hidayanto,Male,Jawa Barat,Bogor,2024-12-17,Operations,Logistics Coordinator,Bachelor,0,Company Website,14385943,Good,Yes,1965-03-22,,
00-67551532,Jaiman,Uwais,Male,Jawa Tengah,Magelang,2019-11-04,HR,Recruiter,Bachelor,10,Jobstreet,13841886,Needs Improvement,No,1972-03-03,,
00-28265078,Najwa,Winarsih,Female,Jawa Barat,Bandung,2016-03-07,IT,IT Manager,Master,0,Indeed,37068206,Good,No,1975-08-13,,
00-49424344,Vinsen,Iswahyudi,Male,Jawa Barat,Bandung,2024-01-30,IT,Software Developer,Master,0,Company Website,31159019,Satisfactory,No,1971-08-11,,
00-51020952,Amalia,Lailasari,Female,Jawa Barat,Bandung,2017-09-06,Sales,Sales Specialist,Master,0,LinkedIn,11227035,Good,Yes,1980-09-21,,
00-32915798,Bakiman,Prasasta,Male,Jawa Barat,Bandung,2022-12-14,Operations,Operations Analyst,Master,0,LinkedIn,11557396,Good,No,1972-06-27,,
00-92776015,Yuni,Zulaika,Female,Jawa Barat,Bekasi,2020-11-17,Sales,Sales Specialist,Master,0,Jobstreet,17363172,Satisfactory,No,1985-10-20,,
00-18231695,Elvina,Hastuti,Female,Jawa Barat,Bekasi,2019-09-01,Marketing,SEO Specialist,Bachelor,0,Indeed,19125240,Good,Yes,1990-01-03,,
00-41499354,Febi,Palastri,Female,Jakarta,Jakarta Barat,2019-07-21,Sales,Sales Representative,Bachelor,0,LinkedIn,4347289,Good,No,1984-05-21,,
00-22635867,Wadi,Pranowo,Male,Jawa Barat,Bandung,2023-03-08,Customer Service,Customer Service Representative,High School,13,Other,9417362,Satisfactory,Yes,1980-02-21,,
00-51608017,Queen,Padmasari,Female,Jawa Barat,Bandung,2017-10-13,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,9165198,Satisfactory,No,1983-06-07,,
00-84188433,Radit,Prasasta,Male,Jawa Barat,Bogor,2023-11-01,Sales,Sales Representative,Bachelor,0,LinkedIn,8621805,Excellent,No,1996-07-19,,
00-99845623,Uchita,Usada,Female,Jawa Barat,Bekasi,2024-03-31,Operations,Inventory Specialist,Bachelor,10,Jobstreet,7782367,Good,No,1986-03-21,,
00-47515276,Prabu,Prabowo,Male,Jawa Barat,Bandung,2017-12-03,Customer Service,Support Specialist,High School,0,Jobstreet,5720124,Satisfactory,No,1970-09-29,,
00-90654516,Raden,Latupono,Male,Jawa Barat,Bekasi,2018-12-06,IT,Software Developer,Master,0,Job Fair,27167510,Good,No,1993-11-18,,
00-22195202,Yuni,Nasyiah,Female,Jawa Barat,Bogor,2016-12-06,Sales,Sales Representative,Bachelor,0,Jobstreet,9405975,Excellent,No,1980-09-18,,
00-67149463,Balijan,Rajasa,Male,Banten,Tangerang,2022-03-10,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,16940903,Good,No,2000-07-16,,
00-46770884,Puji,Pertiwi,Female,Jawa Barat,Bekasi,2015-06-08,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5150666,Good,No,1987-01-20,,
00-23831157,Alambana,Narpati,Male,Sumatera Utara,Binjai,2018-03-30,IT,System Administrator,Master,0,Other,18157395,Satisfactory,Yes,2000-12-31,,
00-93348828,Kemal,Waluyo,Male,Jawa Barat,Bekasi,2020-06-23,IT,IT Support Specialist,Bachelor,0,Job Fair,5681328,Good,No,1991-02-20,,
00-35839651,Yosef,Uwais,Male,Jawa Barat,Bogor,2019-01-09,Operations,Inventory Specialist,High School,13,Company Website,9033180,Good,No,1990-01-29,,
00-95401061,Jumadi,Wijaya,Male,Jawa Barat,Bekasi,2017-09-30,Marketing,SEO Specialist,Bachelor,7,Jobstreet,12936230,Needs Improvement,No,1989-11-18,,
00-95018569,Rini,Utami,Female,Jawa Barat,Bogor,2021-06-06,Operations,Inventory Specialist,Bachelor,0,Job Fair,7303818,Good,No,1992-08-20,,
00-34036169,Maman,Halim,Male,Jawa Barat,Bogor,2018-06-26,Sales,Sales Specialist,Bachelor,12,Job Fair,19319195,Needs Improvement,No,1997-07-22,,
00-19475654,Natalia,Handayani,Female,Jawa Tengah,Semarang,2015-06-06,Finance,Accounts Payable Specialist,Bachelor,0,Company Website,8965783,Good,No,1990-09-09,,
00-61449796,Zelda,Wijayanti,Female,Jawa Barat,Bandung,2018-04-02,Marketing,Content Creator,Bachelor,15,LinkedIn,5483843,Good,No,1983-06-22,,
00-87565391,Latika,Wulandari,Female,Sumatera Utara,Binjai,2020-10-29,Customer Service,Customer Service Representative,High School,15,Other,6894477,Satisfactory,No,1970-01-25,,
00-95117301,Yani,Laksita,Female,Jawa Barat,Bekasi,2024-11-30,Customer Service,Customer Service Manager,Bachelor,0,LinkedIn,23082620,Satisfactory,Yes,1980-10-14,,
00-61302183,Widya,Andriani,Female,Sumatera Utara,Medan,2022-05-22,Sales,Sales Representative,Bachelor,9,Job Fair,15876343,Satisfactory,Yes,1988-02-11,,
00-99115882,Vanesa,Agustina,Female,Sumatera Utara,Medan,2024-05-26,Finance,Financial Analyst,Bachelor,0,Company Website,25800603,Satisfactory,Yes,1971-02-12,,
00-33255779,Kayun,Hidayanto,Male,Jakarta,Jakarta Barat,2023-02-02,Sales,Sales Specialist,Bachelor,0,Other,14701273,Good,No,1980-12-23,,
00-41370393,Sakura,Mandasari,Female,Jawa Barat,Bogor,2017-03-12,IT,System Administrator,Bachelor,11,Job Fair,20276377,Needs Improvement,No,1997-06-26,,
00-86327090,Genta,Rahmawati,Female,Jawa Barat,Bandung,2017-05-08,IT,Software Developer,Master,0,LinkedIn,23044458,Good,No,1992-07-20,,
00-82714596,Mursita,Hutapea,Male,Jawa Barat,Bandung,2023-02-03,Customer Service,Help Desk Technician,High School,0,LinkedIn,5978441,Good,No,1970-03-12,,
00-12180043,Kania,Riyanti,Female,Jawa Barat,Bogor,2023-01-06,Marketing,Content Creator,Bachelor,0,LinkedIn,9402797,Satisfactory,No,1992-01-05,,
00-51009388,Vicky,Prastuti,Female,Jawa Barat,Bogor,2016-07-28,IT,Software Developer,Bachelor,5,Indeed,30156152,Good,No,1983-04-10,,
00-29971099,Ikin,Habibi,Male,Jawa Barat,Bekasi,2017-09-24,Sales,Sales Consultant,Master,5,Jobstreet,25430948,Excellent,No,1993-07-17,,
00-33847090,Hani,Susanti,Female,Sulawesi Selatan,Gowa,2020-08-09,Sales,Sales Specialist,Master,0,Jobstreet,18703776,Good,No,1991-10-28,,
00-65044235,Cakrawala,Utama,Male,Sulawesi Selatan,Pare-Pare,2017-01-29,Sales,Sales Consultant,Bachelor,0,Jobstreet,25487785,Good,No,1982-06-26,,
00-79443222,Karman,Simbolon,Male,Jawa Barat,Bekasi,2020-10-26,Operations,Inventory Specialist,High School,0,Jobstreet,6302612,Excellent,No,1992-04-21,,
00-44541505,Waluyo,Irawan,Male,Jawa Barat,Bekasi,2017-01-29,Operations,Operations Analyst,Master,1,LinkedIn,18576004,Good,No,1970-08-10,,
00-80707260,Queen,Laksmiwati,Female,Jawa Barat,Bekasi,2018-05-08,Sales,Sales Specialist,Master,0,Jobstreet,17576636,Satisfactory,No,1999-03-17,,
00-15003971,Kasim,Napitupulu,Male,Jawa Tengah,Solo,2020-06-26,Sales,Sales Consultant,Master,0,Indeed,18372808,Satisfactory,No,2001-07-31,,
00-48650694,Usyi,Fujiati,Female,Bali,Denpasar,2017-08-05,IT,IT Support Specialist,High School,0,LinkedIn,6122665,Good,No,1978-02-17,,
00-85433047,Rika,Zulaika,Female,Jawa Tengah,Magelang,2017-10-28,Finance,Accounts Payable Specialist,Bachelor,14,Other,15571499,Needs Improvement,No,1982-07-27,,
00-84421726,Sabrina,Pudjiastuti,Female,Sulawesi Selatan,Gowa,2018-04-02,Operations,Inventory Specialist,High School,0,LinkedIn,8225439,Good,No,1994-01-14,,
00-46103034,Mala,Puspita,Female,Jawa Barat,Bekasi,2017-11-01,Customer Service,Support Specialist,Bachelor,0,Job Fair,5831061,Good,Yes,1999-06-18,,
00-56626718,Puji,Anggraini,Female,Jawa Barat,Bogor,2017-03-03,IT,Software Developer,Bachelor,0,Jobstreet,26030621,Satisfactory,No,2000-10-04,,
00-80204163,Budi,Budiyanto,Male,Jawa Barat,Bandung,2023-11-27,Sales,Sales Representative,Bachelor,0,Other,17191761,Good,Yes,2002-12-31,,
00-46504456,Julia,Astuti,Female,Jawa Barat,Bogor,2023-08-24,Operations,Inventory Specialist,High School,14,Company Website,4420297,Good,No,1977-09-02,,
00-94765913,Mustofa,Utama,Male,Jawa Barat,Bogor,2023-03-31,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9816219,Good,No,1980-03-01,,
00-67300232,Mujur,Saputra,Male,Jawa Barat,Bandung,2023-06-18,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5136061,Good,Yes,1996-08-14,,
00-66633094,Tantri,Namaga,Female,Sumatera Utara,Medan,2017-07-17,IT,Software Developer,Bachelor,0,Jobstreet,31118721,Excellent,No,1982-06-27,,
00-90656763,Icha,Kuswandari,Female,Sumatera Utara,Tebing Tinggi,2016-04-25,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,6834772,Good,No,1966-01-11,,
00-54041845,Rachel,Padmasari,Female,Sumatera Utara,Medan,2015-11-25,Sales,Sales Consultant,Bachelor,0,Indeed,22039862,Good,No,1994-08-20,,
00-83745651,Oman,Samosir,Male,Bali,Ubud,2020-07-17,IT,System Administrator,Bachelor,6,Indeed,13613757,Needs Improvement,No,1976-09-02,,
00-89445871,Kadir,Sihotang,Male,Sumatera Utara,Tebing Tinggi,2023-01-26,IT,IT Support Specialist,High School,16,Jobstreet,6550177,Good,No,1991-09-12,,
00-28303840,Marsudi,Gunarto,Male,Jawa Barat,Bogor,2020-04-20,Operations,Logistics Coordinator,Bachelor,0,Other,6825456,Satisfactory,Yes,1987-04-14,,
00-46879231,Ganjaran,Prasetyo,Male,Jawa Barat,Bekasi,2024-08-31,Sales,Sales Specialist,PhD,0,Indeed,18299925,Excellent,No,1991-04-28,,
00-91942689,Kenes,Ramadan,Male,Banten,Cilegon,2021-06-27,IT,Software Developer,Master,0,LinkedIn,17234368,Satisfactory,No,1961-11-24,,
00-79302626,Yessi,Astuti,Female,Jawa Barat,Bekasi,2024-09-27,Customer Service,Help Desk Technician,High School,0,Other,6274457,Excellent,Yes,1993-11-13,,
00-89059993,Safina,Usada,Female,Sulawesi Selatan,Makassar,2020-02-05,Operations,Inventory Specialist,High School,0,Other,6547040,Good,No,1999-02-11,,
00-71335508,Garda,Irawan,Male,Jawa Barat,Bekasi,2015-04-02,Customer Service,Support Specialist,Bachelor,10,Jobstreet,6875298,Good,No,1996-09-01,,
00-71414821,Umar,Saputra,Male,Jawa Barat,Bandung,2022-06-05,IT,IT Support Specialist,High School,0,LinkedIn,6435402,Excellent,No,1997-07-03,,
00-68147182,Ikin,Nababan,Male,Jawa Barat,Bekasi,2020-07-04,Operations,Inventory Specialist,High School,0,Jobstreet,9446901,Satisfactory,No,1967-05-07,,
00-45012338,Daliman,Saputra,Male,Jawa Barat,Bandung,2021-10-26,Customer Service,Customer Service Representative,High School,0,LinkedIn,7222135,Good,No,1988-03-21,,
00-13532190,Maryadi,Iswahyudi,Male,Jawa Barat,Bogor,2024-01-11,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,12025686,Good,No,1975-04-09,,
00-80276331,Warji,Samosir,Male,Jawa Barat,Bogor,2017-06-25,Operations,Operations Analyst,Bachelor,0,LinkedIn,19208070,Good,No,1978-01-02,,
00-23774635,Endra,Nainggolan,Male,Jawa Barat,Bekasi,2018-10-31,Operations,Logistics Coordinator,Bachelor,8,Job Fair,10926047,Good,No,1989-04-17,,
00-58116597,Citra,Hassanah,Female,Jawa Barat,Bekasi,2019-10-07,Marketing,Marketing Coordinator,Bachelor,0,Indeed,16288194,Needs Improvement,No,1968-02-18,,
00-10006914,Sari,Yuliarti,Female,Jakarta,Jakarta Timur,2022-07-12,Sales,Sales Specialist,Bachelor,0,LinkedIn,20709102,Satisfactory,Yes,1982-01-13,,
00-77804539,Rahmi,Zulaika,Female,Jawa Tengah,Magelang,2019-07-11,Customer Service,Support Specialist,High School,0,Indeed,4286468,Satisfactory,No,1985-09-27,,
00-22874422,Harjo,Saputra,Male,Bali,Denpasar,2018-02-28,Sales,Sales Consultant,Master,0,Other,23198841,Satisfactory,Yes,1973-07-01,,
00-44998540,Zamira,Usamah,Female,Sumatera Utara,Medan,2020-07-15,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,5504254,Good,No,1997-03-02,,
00-34253410,Jamal,Tamba,Male,Jawa Barat,Bekasi,2017-11-25,Operations,Operations Analyst,Bachelor,0,Job Fair,20859125,Good,Yes,2000-03-05,,
00-59383717,Eva,Kuswandari,Female,Jawa Barat,Bandung,2021-05-05,Operations,Logistics Coordinator,Bachelor,0,Indeed,8680024,Good,No,1961-11-26,,
00-87240111,Padma,Mulyani,Female,Jawa Barat,Bekasi,2020-07-10,Customer Service,Support Specialist,Bachelor,0,Jobstreet,5471290,Needs Improvement,No,1979-12-13,,
00-53514076,Ulva,Astuti,Female,Jawa Barat,Bandung,2022-11-04,Marketing,Content Creator,High School,14,Indeed,6981457,Satisfactory,Yes,1971-11-16,,
00-54979545,Margana,Santoso,Male,Banten,Cilegon,2023-05-04,Sales,Sales Specialist,PhD,0,Company Website,14564840,Good,No,1981-12-26,,
00-87391840,Sabrina,Wastuti,Female,Jawa Barat,Bogor,2023-01-01,Sales,Sales Representative,Bachelor,11,Jobstreet,8292437,Good,No,1980-03-12,,
00-56057576,Heru,Sinaga,Male,Jawa Barat,Bogor,2018-03-14,Operations,Logistics Coordinator,Bachelor,15,Company Website,5653104,Satisfactory,No,1996-10-12,,
00-45472873,Sabrina,Nasyidah,Female,Sumatera Utara,Medan,2023-05-24,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,10604184,Satisfactory,No,1972-02-23,,
00-19677231,Anastasia,Pudjiastuti,Female,Jakarta,Jakarta Timur,2019-12-09,IT,IT Support Specialist,Bachelor,0,Job Fair,8092872,Satisfactory,No,1984-03-02,,
00-88896855,Ana,Riyanti,Female,Jawa Barat,Bandung,2017-10-21,Sales,Sales Consultant,Master,0,Other,27811160,Good,No,1997-08-07,,
00-69821191,Kayla,Suartini,Female,Jawa Barat,Bogor,2016-10-09,Sales,Sales Representative,Bachelor,7,Job Fair,9775832,Good,No,2000-03-26,,
00-27455427,Raina,Prastuti,Female,Sulawesi Selatan,Makassar,2018-09-24,HR,Recruiter,Bachelor,0,Other,16053946,Excellent,No,1974-05-20,,
00-42308550,Mutia,Astuti,Female,Jawa Barat,Bandung,2020-01-12,Operations,Operations Analyst,Master,0,LinkedIn,15487876,Satisfactory,Yes,2002-07-26,,
00-67422715,Muni,Halim,Male,Banten,Cilegon,2022-03-07,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,6498417,Satisfactory,No,1996-05-27,,
00-50380007,Estiono,Saputra,Male,Sumatera Utara,Medan,2020-03-09,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,15541725,Good,No,1978-04-21,,
00-65200007,Prayogo,Wahyudin,Male,Jawa Barat,Bogor,2022-05-14,IT,IT Support Specialist,High School,10,Jobstreet,5314756,Good,No,2003-03-05,,
00-96815386,Zulaikha,Rahimah,Female,Jawa Barat,Bogor,2017-04-15,Operations,Logistics Coordinator,Bachelor,0,Job Fair,5701924,Good,No,1971-01-16,,
00-64653981,Dwi,Iswahyudi,Male,Jawa Barat,Bogor,2023-12-29,IT,Software Developer,Bachelor,5,Jobstreet,18550190,Good,Yes,1980-05-12,,
00-61722494,Paramita,Suryatmi,Female,Jawa Barat,Bandung,2017-06-28,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,7636619,Satisfactory,Yes,1994-10-26,,
00-39626511,Rika,Suryatmi,Female,Jawa Barat,Bandung,2015-03-18,Marketing,Content Creator,Bachelor,0,LinkedIn,12982829,Good,Yes,1981-11-17,,
00-20665796,Dina,Rahayu,Female,Jawa Barat,Bogor,2023-11-17,Customer Service,Support Specialist,High School,0,LinkedIn,4447181,Excellent,No,1986-02-19,,
00-83721970,Rahman,Samosir,Male,Jawa Barat,Bandung,2020-04-24,Operations,Operations Analyst,Master,0,Jobstreet,11071124,Good,Yes,1984-05-10,,
00-21282229,Cengkir,Simanjuntak,Male,Jakarta,Jakarta Pusat,2024-04-05,Operations,Logistics Coordinator,Bachelor,14,Jobstreet,7506829,Good,No,1982-01-26,,
00-37970469,Mahesa,Hidayat,Male,Jawa Barat,Bekasi,2015-09-23,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,13037891,Good,No,1994-05-06,,
00-77607494,Patricia,Pudjiastuti,Female,Jawa Barat,Bogor,2023-11-03,Finance,Financial Analyst,Master,0,LinkedIn,23775561,Satisfactory,No,1983-08-11,,
00-75729850,Kania,Novitasari,Female,Jawa Barat,Bogor,2019-12-03,Customer Service,Support Specialist,High School,15,LinkedIn,6113269,Satisfactory,Yes,1971-04-04,,
00-73733039,Wage,Kuswoyo,Male,Jawa Barat,Bandung,2015-08-01,Operations,Inventory Specialist,High School,13,LinkedIn,8718933,Good,No,2002-09-16,,
00-53962735,Queen,Hastuti,Female,Jawa Barat,Bekasi,2019-05-13,Operations,Inventory Specialist,High School,0,Indeed,9386984,Satisfactory,No,1992-08-25,,
00-66701893,Latika,Mandasari,Female,Sumatera Utara,Tebing Tinggi,2017-04-12,Sales,Sales Consultant,Master,0,Job Fair,29026020,Good,Yes,1971-09-07,,
00-47749932,Bahuwirya,Siregar,Male,Jawa Barat,Bogor,2017-09-22,Operations,Logistics Coordinator,Bachelor,0,Indeed,11497866,Good,No,1968-06-12,,
00-64085226,Vinsen,Marpaung,Male,Jawa Barat,Bogor,2020-03-13,IT,IT Support Specialist,High School,0,LinkedIn,5877730,Good,Yes,1995-09-14,,
00-42830348,Patricia,Padmasari,Female,Jawa Barat,Bandung,2017-10-08,IT,IT Support Specialist,High School,0,Company Website,6256072,Good,No,1994-12-04,,
00-30205031,Novi,Mardhiyah,Female,Sumatera Utara,Medan,2017-12-21,Operations,Inventory Specialist,Bachelor,0,LinkedIn,6235593,Good,No,2002-11-19,,
00-66596788,Warsa,Narpati,Male,Jawa Barat,Bekasi,2016-05-31,Operations,Inventory Specialist,Bachelor,0,Other,6521730,Satisfactory,No,2004-07-14,,
00-16417911,Eli,Mandasari,Female,Jawa Barat,Bandung,2019-06-06,Sales,Sales Representative,Bachelor,0,LinkedIn,9701665,Satisfactory,No,1966-10-17,,
00-26647276,Warsita,Sihombing,Male,Jawa Barat,Bekasi,2023-03-28,Operations,Logistics Coordinator,Bachelor,8,Jobstreet,8153090,Good,No,1989-01-05,,
00-57959758,Talia,Novitasari,Female,Jawa Barat,Bandung,2019-05-14,Operations,Inventory Specialist,Bachelor,13,Job Fair,4609187,Good,No,1991-12-09,,
00-65495867,Karta,Sihombing,Male,Jawa Barat,Bandung,2023-10-31,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13995432,Good,No,2002-05-20,,
00-62668823,Mahfud,Nashiruddin,Male,Jawa Barat,Bandung,2019-02-09,Sales,Sales Consultant,PhD,0,LinkedIn,22431333,Good,No,1960-04-18,,
00-15521737,Darmana,Ramadan,Male,Sumatera Utara,Medan,2020-02-11,Sales,Sales Specialist,Bachelor,0,Indeed,22638402,Good,No,1990-02-25,,
00-75549917,Putri,Suryatmi,Female,Jawa Barat,Bogor,2023-05-24,Operations,Logistics Coordinator,Bachelor,0,Other,8809871,Satisfactory,No,1979-12-08,,
00-76544513,Ghani,Budiman,Male,Sumatera Utara,Tebing Tinggi,2024-09-07,Customer Service,Support Specialist,Bachelor,0,Job Fair,6044043,Satisfactory,Yes,2001-12-01,,
00-46589765,Nurul,Wulandari,Female,Jawa Barat,Bekasi,2022-04-13,IT,IT Support Specialist,High School,0,LinkedIn,6936592,Good,No,1972-03-05,,
00-48286911,Kiandra,Permata,Female,Jawa Barat,Bandung,2023-01-07,Sales,Sales Specialist,Bachelor,9,Jobstreet,12168130,Good,No,1981-05-04,,
00-28567321,Lurhur,Marpaung,Male,Sumatera Utara,Tebing Tinggi,2020-10-20,Operations,Logistics Coordinator,Bachelor,0,Company Website,17644705,Excellent,No,1980-05-25,,
00-71699325,Jinawi,Winarno,Male,Jawa Barat,Bandung,2023-09-22,Customer Service,Help Desk Technician,Bachelor,15,Job Fair,4979402,Good,No,1992-11-17,,
00-42215762,Irma,Palastri,Female,Jawa Barat,Bandung,2019-03-29,Sales,Sales Representative,Bachelor,8,Jobstreet,10114141,Satisfactory,No,1988-10-02,,
00-84836134,Adiarja,Kuswoyo,Male,Jawa Barat,Bogor,2019-04-30,Operations,Inventory Specialist,High School,0,Job Fair,8142800,Excellent,Yes,1981-02-24,,
00-30172609,Lutfan,Saragih,Male,Jawa Barat,Bogor,2015-02-16,Marketing,Content Creator,High School,0,LinkedIn,8942157,Excellent,No,2004-03-07,,
00-72712681,Tomi,Sirait,Male,Jawa Barat,Bandung,2018-12-14,Sales,Sales Specialist,Master,0,Jobstreet,16093437,Needs Improvement,Yes,2003-03-01,,
00-69747311,Oliva,Hartati,Female,Sulawesi Selatan,Makassar,2018-12-26,Operations,Inventory Specialist,High School,14,Indeed,5589606,Satisfactory,No,1973-10-26,,
00-20204755,Zahra,Halimah,Female,Sulawesi Selatan,Pare-Pare,2018-12-21,Sales,Sales Representative,Bachelor,8,LinkedIn,14814135,Satisfactory,No,1977-03-23,,
00-37876639,Jaya,Salahudin,Male,Jawa Barat,Bogor,2022-07-08,Operations,Inventory Specialist,Bachelor,0,Job Fair,4695902,Satisfactory,No,1996-09-23,,
00-93482121,Eli,Farida,Female,Banten,Tangerang,2020-03-18,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,11182384,Satisfactory,Yes,1997-05-07,,
00-16242640,Karman,Thamrin,Male,Jakarta,Jakarta Pusat,2020-05-09,Sales,Sales Consultant,PhD,0,Jobstreet,24043755,Good,No,1961-05-12,,
00-14495909,Laksana,Lazuardi,Male,Jawa Barat,Bogor,2023-04-15,Customer Service,Customer Service Representative,Bachelor,0,Indeed,6621020,Satisfactory,No,1995-03-05,,
00-57924901,Putu,Budiyanto,Male,Jawa Barat,Bogor,2022-02-03,Customer Service,Support Specialist,Bachelor,11,Jobstreet,8071362,Satisfactory,No,1990-12-05,,
00-48990885,Salman,Najmudin,Male,Jawa Barat,Bogor,2022-03-23,Operations,Inventory Specialist,High School,0,LinkedIn,5735246,Satisfactory,No,1976-12-10,,
00-80509101,Hartana,Mangunsong,Male,Jawa Barat,Bekasi,2024-02-04,IT,IT Support Specialist,Bachelor,11,LinkedIn,6276274,Good,Yes,1994-09-09,,
00-98211256,Jane,Purwanti,Female,Jawa Barat,Bogor,2019-06-26,Customer Service,Support Specialist,Bachelor,0,LinkedIn,4592768,Satisfactory,No,1990-02-08,,
00-34198568,Balangga,Marpaung,Male,Jawa Barat,Bandung,2024-11-17,Operations,Logistics Coordinator,Bachelor,0,Company Website,18577820,Good,Yes,1961-02-21,,
00-65246410,Jane,Mulyani,Female,Jawa Barat,Bandung,2019-02-11,Customer Service,Help Desk Technician,High School,0,Jobstreet,6218872,Satisfactory,Yes,1985-05-23,,
00-11809088,Gasti,Mardhiyah,Female,Jawa Barat,Bekasi,2023-05-23,Operations,Inventory Specialist,High School,0,LinkedIn,5947012,Satisfactory,No,1987-05-15,,
00-72601168,Lukman,Kurniawan,Male,Jawa Barat,Bekasi,2015-11-14,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,7283378,Satisfactory,No,1964-09-14,,
00-20560435,Hari,Prakasa,Male,Bali,Kuta,2016-10-09,Operations,Inventory Specialist,Bachelor,0,LinkedIn,9339455,Good,No,1978-09-08,,
00-51294087,Zulfa,Wastuti,Female,Jawa Barat,Bekasi,2020-02-07,Sales,Sales Representative,Bachelor,0,LinkedIn,13463502,Needs Improvement,No,1983-05-19,,
00-66561395,Dasa,Wacana,Male,Sulawesi Selatan,Makassar,2016-06-14,Operations,Inventory Specialist,High School,0,LinkedIn,7184373,Good,No,1986-06-10,,
00-90242618,Ikin,Manullang,Male,Jawa Barat,Bogor,2020-01-18,IT,System Administrator,Master,0,Company Website,13315711,Excellent,No,1974-08-12,,
00-63566592,Anita,Pudjiastuti,Female,Jawa Barat,Bogor,2023-11-25,IT,Software Developer,Master,1,LinkedIn,22752585,Satisfactory,Yes,1985-11-26,,
00-83500120,Cakrawala,Tampubolon,Male,Jawa Barat,Bandung,2016-12-01,Sales,Sales Specialist,Master,2,Jobstreet,12911506,Satisfactory,Yes,1982-05-14,,
00-38861700,Margana,Wacana,Male,Jakarta,Jakarta Pusat,2022-02-12,Sales,Sales Representative,Bachelor,13,Company Website,8990395,Good,No,1976-09-17,,
00-47135605,Intan,Haryanti,Female,Jawa Barat,Bandung,2019-01-14,IT,System Administrator,Bachelor,0,Job Fair,18474076,Good,No,1961-07-11,,
00-51126010,Vicky,Rahayu,Female,Jawa Barat,Bogor,2019-03-10,Sales,Sales Specialist,PhD,0,Other,22551991,Good,No,1991-05-20,,
00-78548578,Mutia,Sudiati,Female,Jawa Barat,Bekasi,2021-08-28,Operations,Inventory Specialist,High School,0,Jobstreet,5207462,Excellent,No,1990-08-01,,
00-78601597,Karsana,Halim,Male,Jawa Barat,Bekasi,2019-09-28,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,17559407,Satisfactory,No,1990-07-10,,
00-71949302,Lantar,Saptono,Male,Jawa Barat,Bandung,2022-07-03,IT,IT Support Specialist,Bachelor,8,Other,5804014,Satisfactory,No,1979-04-28,,
00-97362118,Putri,Handayani,Female,Sulawesi Selatan,Makassar,2023-08-23,Operations,Inventory Specialist,Bachelor,0,Job Fair,6170133,Satisfactory,No,1982-01-02,,
