employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason,long_time_hire,month_hire,month_term
00-61839427,Lili,Aryani,Female,Jawa Tengah,Semarang,2016-11-14,Operations,Inventory Specialist,Bachelor,0,Jobstreet,6939993,Satisfactory,No,1988-12-03,,,,11,
00-49657541,Pandu,Manullang,Male,Jawa Barat,Bogor,2017-05-19,Operations,Operations Analyst,Master,0,Company Website,14916066,Excellent,Yes,1984-04-08,,,,5,
00-22474259,Tedi,Sihotang,Male,Jawa Tengah,Surakarta,2017-02-24,Operations,Inventory Specialist,Bachelor,0,Job Fair,8321702,Good,Yes,1976-08-13,,,,2,
00-84226768,Ghani,Ardianto,Male,DKI Jakarta,Jakarta Barat,2017-06-08,Marketing,Marketing Coordinator,Bachelor,0,Other,16358049,Satisfactory,Yes,1992-03-11,,,,6,
00-42744914,Rendy,Sitompul,Male,Yogyakarta,Sleman,2021-11-26,Sales,Sales Manager,PhD,0,Job Fair,33071475,Satisfactory,Yes,1990-12-31,,,,11,
00-78495970,Eka,Mayasari,Female,Jawa Barat,Bogor,2022-03-20,Sales,Sales Specialist,PhD,0,LinkedIn,12968161,Good,No,1977-04-01,,,,3,
00-66524475,Agus,Napitupulu,Male,Sumatera Utara,Medan,2023-06-21,IT,IT Support Specialist,Bachelor,0,Company Website,8036959,Satisfactory,No,1987-11-25,,,,6,
00-28555963,Emong,Narpati,Male,Bali,Ubud,2017-03-13,Customer Service,Help Desk Technician,High School,0,LinkedIn,5916336,Excellent,No,1989-01-13,,,,3,
00-89014190,Jamal,Napitupulu,Male,Bali,Kuta,2018-02-27,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,16461600,Needs Improvement,Yes,1989-04-07,,,,2,
00-23107454,Radit,Saefullah,Male,Jawa Timur,Blitar,2015-04-12,Operations,Logistics Coordinator,Bachelor,10,Company Website,10723745,Satisfactory,No,1988-12-25,,,,4,
00-12268507,Fitriani,Wahyuni,Female,Jawa Barat,Depok,2019-08-09,Finance,Accounts Payable Specialist,Bachelor,0,Company Website,14274396,Satisfactory,No,1980-06-25,,,,8,
00-10470877,Najwa,Usamah,Female,Jawa Timur,Malang,2018-06-08,Operations,Inventory Specialist,Bachelor,0,Other,5442802,Good,No,1995-07-16,,,,6,
00-88963818,Simon,Hutapea,Male,DKI Jakarta,Jakarta Barat,2018-06-27,Sales,Sales Representative,Bachelor,0,Jobstreet,7846522,Good,Yes,2002-04-15,,,,6,
00-12623306,Salwa,Handayani,Female,Bali,Ubud,2023-05-09,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,4532237,Good,No,1982-11-12,,,,5,
00-68096255,Cici,Hassanah,Female,Banten,Tangerang,2024-12-13,Sales,Sales Representative,Bachelor,0,LinkedIn,9834785,Excellent,No,1988-10-22,,,,12,
00-66650860,Nrima,Permadi,Male,Banten,Cilegon,2017-08-10,Sales,Sales Representative,Bachelor,15,LinkedIn,12271985,Good,Yes,1968-06-08,,,,8,
00-96879784,Caket,Lazuardi,Male,Bali,Ubud,2019-07-08,HR,HR Assistant,Bachelor,0,Jobstreet,6358570,Good,No,2003-12-31,,,,7,
00-21615436,Nilam,Nurdiyanti,Female,Jawa Tengah,Magelang,2022-06-01,IT,IT Support Specialist,High School,18,LinkedIn,6481214,Good,No,1982-07-30,,,,6,
00-40171534,Adinata,Mangunsong,Male,Jawa Barat,Bekasi,2024-08-18,IT,Software Developer,Bachelor,0,Jobstreet,32077142,Good,No,1977-05-26,,,,8,
00-69998135,Gandi,Sihotang,Male,Jawa Timur,Surabaya,2020-04-23,Customer Service,Support Specialist,Bachelor,14,Jobstreet,5246080,Satisfactory,No,2003-04-17,,,,4,
00-92425589,Lasmanto,Prabowo,Male,Jawa Tengah,Semarang,2023-08-11,Operations,Inventory Specialist,High School,12,LinkedIn,7528088,Good,Yes,1972-08-20,,,,8,
00-93028933,Rahayu,Kuswandari,Female,Bali,Denpasar,2019-07-12,Operations,Operations Analyst,Bachelor,0,LinkedIn,20401811,Satisfactory,No,1995-04-06,,,,7,
00-12019224,Jasmin,Rahimah,Female,Jawa Barat,Bogor,2018-10-21,IT,System Administrator,Bachelor,0,Jobstreet,16703038,Good,No,1964-09-15,,,,10,
00-36125123,Saka,Haryanto,Male,Jawa Timur,Madiun,2019-05-15,Sales,Sales Consultant,PhD,0,Indeed,26570397,Good,No,1961-08-19,,,,5,
00-49487002,Nabila,Hassanah,Female,Sumatera Utara,Medan,2020-01-07,Operations,Operations Analyst,Bachelor,0,LinkedIn,17170574,Good,No,1979-08-30,,,,1,
00-86164272,Hairyanto,Pranowo,Male,DKI Jakarta,Jakarta Barat,2020-03-30,IT,System Administrator,Master,0,Company Website,17388993,Good,Yes,1974-04-06,,,,3,
00-62132081,Warsa,Marpaung,Male,Sulawesi Selatan,Gowa,2021-09-08,Customer Service,Help Desk Technician,High School,12,Company Website,6706429,Good,No,1964-12-23,,,,9,
00-41417664,Iriana,Yulianti,Female,Banten,Cilegon,2020-10-14,Operations,Logistics Coordinator,Bachelor,0,Other,13000786,Good,Yes,1995-08-02,,,,10,
00-79798454,Puti,Padmasari,Female,Yogyakarta,Sleman,2023-07-30,Customer Service,Customer Service Representative,High School,18,Indeed,4578304,Good,No,1999-09-03,,,,7,
00-73414980,Gamblang,Tampubolon,Male,Lampung,Bandar Lampung,2020-03-11,Customer Service,Support Specialist,Bachelor,7,Job Fair,5573714,Good,No,1981-02-12,,,,3,
00-96011916,Cagak,Marpaung,Male,Jawa Barat,Tasikmalaya,2019-10-12,Finance,Financial Analyst,PhD,0,LinkedIn,16279077,Excellent,Yes,1996-06-25,,,,10,
00-58866576,Queen,Nuraini,Female,Jawa Timur,Madura,2015-09-15,Finance,Financial Analyst,Master,0,Job Fair,20396019,Excellent,Yes,1987-03-14,,,,9,
00-34241075,Lurhur,Lazuardi,Male,Banten,Serang,2018-10-24,IT,IT Support Specialist,Bachelor,0,Jobstreet,7411742,Needs Improvement,No,1984-10-18,,,,10,
00-70998022,Drajat,Prasasta,Male,Jawa Timur,Madura,2023-07-25,Sales,Sales Consultant,Master,0,Other,21883797,Good,No,1987-12-30,,,,7,
00-89819497,Anita,Pertiwi,Female,Jawa Timur,Blitar,2017-07-05,IT,IT Support Specialist,High School,0,LinkedIn,6734377,Good,Yes,1997-11-24,,,,7,
00-27810833,Cinta,Sudiati,Female,Banten,Cilegon,2019-10-01,Finance,Accounts Payable Specialist,Bachelor,14,Other,8688780,Needs Improvement,No,1977-12-16,,,,10,
00-58117953,Leo,Marpaung,Male,Banten,Cilegon,2019-01-30,Customer Service,Help Desk Technician,High School,0,Jobstreet,4715856,Good,No,2003-05-24,,,,1,
00-87485535,Nurul,Yuliarti,Female,Jawa Barat,Bekasi,2020-08-07,Marketing,SEO Specialist,Bachelor,8,Jobstreet,15571380,Needs Improvement,Yes,1972-11-27,,,,8,
00-11971999,Tri,Utama,Male,Sulawesi Selatan,Pare-Pare,2018-04-07,Sales,Sales Specialist,PhD,0,Other,12944516,Good,No,1962-01-25,,,,4,
00-10784416,Ihsan,Nababan,Male,Jawa Timur,Blitar,2022-10-10,Sales,Sales Consultant,PhD,0,Indeed,23903112,Good,No,1996-11-28,,,,10,
00-28683135,Widya,Puspasari,Female,Jawa Timur,Madura,2024-09-16,Customer Service,Help Desk Technician,Bachelor,14,Jobstreet,5861791,Good,No,1985-07-10,,,,9,
00-55045402,Galih,Wibisono,Male,DKI Jakarta,Jakarta Pusat,2020-01-22,Customer Service,Support Specialist,High School,0,Indeed,5373556,Satisfactory,No,1986-08-02,,,,1,
00-75318117,Hilda,Novitasari,Female,Yogyakarta,Sleman,2019-08-19,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8185218,Good,No,1984-02-02,,,,8,
00-28517985,Jane,Rahayu,Female,Jawa Timur,Madura,2019-10-28,Finance,Accounts Payable Specialist,Bachelor,0,Jobstreet,6226259,Needs Improvement,No,2001-11-26,,,,10,
00-34813934,Novi,Laksita,Female,Sumatera Utara,Tebing Tinggi,2023-10-13,IT,IT Support Specialist,High School,18,LinkedIn,7875043,Satisfactory,No,2003-11-27,,,,10,
00-96567889,Yahya,Manullang,Male,Jawa Barat,Bekasi,2020-06-25,Operations,Operations Analyst,Master,0,Jobstreet,19945969,Satisfactory,No,1975-10-16,,,,6,
00-91678422,Galar,Sihombing,Male,Jawa Tengah,Surakarta,2022-11-18,Operations,Inventory Specialist,Bachelor,0,Other,8538943,Good,No,1971-07-05,,,,11,
00-68484362,Farah,Melani,Female,Banten,Tangerang,2017-12-15,Customer Service,Support Specialist,Bachelor,0,Company Website,6632445,Satisfactory,No,1971-12-09,,,,12,
00-90954568,Lembah,Sihombing,Male,Sulawesi Selatan,Gowa,2024-02-13,Customer Service,Customer Service Representative,Bachelor,8,Jobstreet,11348016,Satisfactory,Yes,2004-10-12,,,,2,
00-88871018,Oskar,Dabukke,Male,Jawa Barat,Tasikmalaya,2016-09-25,Operations,Inventory Specialist,High School,0,LinkedIn,7393401,Good,Yes,1982-08-12,,,,9,
00-45478283,Febi,Wastuti,Female,Yogyakarta,Sleman,2022-10-18,Operations,Inventory Specialist,High School,0,LinkedIn,6959483,Good,No,1999-10-27,,,,10,
00-27702023,Eko,Maheswara,Male,Sulawesi Selatan,Makassar,2016-10-15,Operations,Inventory Specialist,High School,0,LinkedIn,7032047,Good,No,2000-05-14,,,,10,
00-49412831,Indra,Tampubolon,Male,Bali,Kuta,2018-10-25,IT,Software Developer,Bachelor,0,Job Fair,21384278,Good,No,1983-02-05,,,,10,
00-68400503,Adikara,Maryadi,Male,Bali,Kuta,2023-04-05,Operations,Inventory Specialist,Bachelor,14,Job Fair,7369515,Good,No,2002-12-20,,,,4,
00-87574875,Dinda,Purwanti,Female,Jawa Barat,Bogor,2017-01-10,Sales,Sales Representative,Bachelor,10,Company Website,10113907,Good,No,1980-06-09,,,,1,
00-10008169,Sadina,Oktaviani,Female,Bali,Ubud,2022-01-29,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,5979760,Good,No,1967-05-01,,,,1,
00-16681498,Jaka,Wibisono,Male,Jawa Timur,Malang,2016-11-28,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,6684085,Good,No,1993-08-05,,,,11,
00-55925432,Dalima,Uyainah,Female,Sumatera Utara,Tebing Tinggi,2019-08-16,Marketing,Content Creator,Bachelor,0,LinkedIn,5660777,Good,No,1979-12-20,,,,8,
00-33042106,Kala,Hutapea,Male,Lampung,Bandar Lampung,2017-08-05,IT,Software Developer,Bachelor,0,Other,33520213,Needs Improvement,No,1984-07-31,,,,8,
00-73082694,Vanya,Pertiwi,Female,Jawa Timur,Madiun,2024-02-09,Operations,Inventory Specialist,High School,20,Jobstreet,4585297,Excellent,Yes,1989-05-17,,,,2,
00-85160586,Endra,Pradana,Male,DKI Jakarta,Jakarta Timur,2021-04-11,IT,IT Support Specialist,Bachelor,0,Jobstreet,5443188,Satisfactory,No,1976-11-25,,,,4,
00-47580770,Nrima,Sihombing,Male,Sumatera Utara,Binjai,2015-06-15,Operations,Operations Analyst,Master,5,Job Fair,13824253,Good,Yes,1981-05-25,,,,6,
00-79816122,Carub,Sihombing,Male,Jawa Timur,Surabaya,2022-02-16,IT,System Administrator,Master,0,Company Website,18665877,Good,No,1981-04-19,,,,2,
00-31598016,Yahya,Anggriawan,Male,Jawa Barat,Depok,2022-02-15,Customer Service,Support Specialist,Bachelor,0,Other,8781900,Satisfactory,No,1963-06-12,,,,2,
00-42261979,Jane,Yolanda,Female,DKI Jakarta,Jakarta Pusat,2016-05-14,Sales,Sales Representative,Bachelor,0,LinkedIn,6930758,Excellent,No,1991-09-21,,,,5,
00-62275935,Galih,Tarihoran,Male,Sumatera Utara,Binjai,2024-05-16,Operations,Inventory Specialist,Bachelor,11,LinkedIn,9876830,Good,No,1997-08-13,,,,5,
00-60082221,Aisyah,Usamah,Female,Banten,Tangerang,2015-08-24,Sales,Sales Specialist,Master,0,Job Fair,16119344,Satisfactory,No,1972-09-12,,,,8,
00-57168440,Lala,Mardhiyah,Female,Sulawesi Selatan,Gowa,2024-04-29,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7994000,Excellent,No,1974-12-05,,,,4,
00-17919095,Zalindra,Astuti,Female,Jawa Timur,Surabaya,2016-08-22,IT,IT Support Specialist,Bachelor,0,LinkedIn,6214285,Excellent,No,1983-04-03,,,,8,
00-10137666,Gaman,Suryono,Male,Jawa Barat,Purwakarta,2021-10-03,Sales,Sales Specialist,Bachelor,0,Jobstreet,23726228,Good,Yes,1986-10-24,,,,10,
00-24657555,Arta,Rajasa,Male,Lampung,Bandar Lampung,2024-01-21,Operations,Inventory Specialist,High School,12,LinkedIn,5892804,Good,No,2000-04-10,,,,1,
00-52276352,Nasim,Tamba,Male,Jawa Barat,Tasikmalaya,2017-02-17,Finance,Accounts Payable Specialist,Bachelor,0,Other,4971929,Satisfactory,No,1998-10-05,,,,2,
00-15854522,Bella,Hassanah,Female,Sumatera Utara,Binjai,2022-02-20,Marketing,SEO Specialist,Bachelor,0,LinkedIn,19402624,Excellent,Yes,1991-04-10,,,,2,
00-69134843,Ciaobella,Wulandari,Female,Jawa Barat,Tasikmalaya,2016-02-29,HR,Recruiter,Bachelor,14,Indeed,11799191,Satisfactory,No,1987-03-23,,,,2,
00-36791143,Tania,Nasyidah,Female,Kalimantan Timur,Samarinda,2015-02-03,Operations,Logistics Coordinator,Bachelor,0,Other,7246902,Good,Yes,1994-09-04,,,,2,
00-67738851,Karen,Rahayu,Female,Jawa Tengah,Semarang,2020-05-03,Operations,Logistics Coordinator,Bachelor,0,Company Website,15572682,Satisfactory,No,1966-04-14,,,,5,
00-10617870,Hendri,Narpati,Male,Banten,Tangerang,2024-10-01,Operations,Operations Analyst,Master,0,Other,17059404,Excellent,No,1989-12-05,,,,10,
00-97730855,Jumadi,Pangestu,Male,DKI Jakarta,Jakarta Timur,2016-07-17,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,9670996,Good,No,1974-08-15,,,,7,
00-51910609,Karna,Pranowo,Male,Jawa Timur,Malang,2020-08-22,Operations,Operations Analyst,Bachelor,0,LinkedIn,20112886,Satisfactory,No,1971-06-12,,,,8,
00-49330568,Lala,Lestari,Female,DKI Jakarta,Jakarta Pusat,2017-07-19,Operations,Logistics Coordinator,Bachelor,0,Indeed,12308435,Satisfactory,Yes,1978-08-01,,,,7,
00-86166812,Bakidin,Wasita,Male,Bali,Kuta,2020-03-16,Finance,Financial Analyst,Master,0,LinkedIn,24307343,Excellent,Yes,1997-10-25,,,,3,
00-84535522,Endah,Halimah,Female,Yogyakarta,Sleman,2020-10-05,Operations,Inventory Specialist,High School,0,Job Fair,7050084,Good,No,2003-01-23,,,,10,
00-27650310,Taswir,Mustofa,Male,Jawa Timur,Malang,2020-03-23,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13361960,Good,No,1960-01-06,,,,3,
00-25511151,Asman,Sinaga,Male,Lampung,Bandar Lampung,2019-09-06,IT,Software Developer,Bachelor,14,Other,26937017,Good,No,1992-06-15,,,,9,
00-93806250,Ajiono,Dongoran,Male,Jawa Timur,Madiun,2023-08-23,Marketing,Marketing Coordinator,Bachelor,0,Job Fair,6810692,Good,No,1983-02-28,,,,8,
00-73637312,Tami,Novitasari,Female,Banten,Serang,2017-06-24,Operations,Logistics Coordinator,Bachelor,0,Indeed,15217607,Good,No,1977-02-18,,,,6,
00-82265483,Azalea,Novitasari,Female,Jawa Timur,Surabaya,2016-10-03,IT,Software Developer,Bachelor,0,Company Website,27722869,Good,Yes,1998-06-18,,,,10,
00-19492312,Eva,Laksmiwati,Female,Banten,Cilegon,2015-07-02,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,6049002,Good,No,2001-12-08,,,,7,
00-30633166,Gaman,Nababan,Male,Jawa Barat,Bogor,2018-10-03,Operations,Inventory Specialist,High School,0,Indeed,9418177,Good,No,1983-01-10,,,,10,
00-91976681,Mumpuni,Napitupulu,Male,DKI Jakarta,Jakarta Timur,2019-01-08,Customer Service,Support Specialist,High School,0,Other,5237449,Satisfactory,No,1985-05-20,,,,1,
00-19223541,Vanesa,Purwanti,Female,DKI Jakarta,Jakarta Pusat,2019-06-29,IT,IT Support Specialist,High School,0,Jobstreet,4642086,Satisfactory,No,1988-09-21,,,,6,
00-58310738,Mulyono,Tamba,Male,Bali,Kuta,2019-09-11,Customer Service,Customer Service Representative,High School,0,Indeed,8931303,Satisfactory,No,1974-09-23,,,,9,
00-42474862,Kunthara,Firmansyah,Male,Kalimantan Timur,Balikpapan,2018-01-15,IT,IT Support Specialist,Bachelor,5,Company Website,5977221,Satisfactory,No,1980-02-22,,,,1,
00-81127300,Rini,Astuti,Female,DKI Jakarta,Jakarta Pusat,2016-03-17,Sales,Sales Representative,Bachelor,0,Indeed,8261952,Satisfactory,No,1987-01-04,,,,3,
00-68441314,Lamar,Prasasta,Male,Bali,Ubud,2015-01-03,Sales,Sales Representative,Bachelor,0,Company Website,7273093,Satisfactory,Yes,2000-08-29,,,,1,
00-36005508,Tira,Hasanah,Female,Lampung,Bandar Lampung,2020-07-31,Customer Service,Support Specialist,Bachelor,0,Jobstreet,4343888,Satisfactory,No,1980-10-18,,,,7,
00-43738434,Kartika,Winarsih,Female,Bali,Ubud,2023-11-24,IT,Software Developer,Bachelor,0,Job Fair,33158878,Good,No,1985-09-16,,,,11,
00-36203586,Catur,Napitupulu,Male,Bali,Denpasar,2020-03-18,Operations,Operations Analyst,Bachelor,0,Jobstreet,18102447,Good,No,1966-07-20,,,,3,
00-40581711,Paulin,Agustina,Female,Jawa Timur,Madura,2018-11-30,Operations,Inventory Specialist,High School,0,LinkedIn,4747192,Satisfactory,No,1990-09-08,,,,11,
00-49985512,Uli,Puspita,Female,Sumatera Utara,Medan,2019-04-07,Operations,Inventory Specialist,High School,0,Job Fair,6301649,Satisfactory,No,1963-07-22,,,,4,
00-16366328,Hardi,Rajasa,Male,Jawa Timur,Surabaya,2018-05-22,Customer Service,Support Specialist,High School,18,LinkedIn,6784638,Good,No,1974-06-25,,,,5,
00-69637432,Rafid,Januar,Male,Sulawesi Selatan,Makassar,2024-10-02,Customer Service,Customer Service Representative,High School,0,Company Website,6675441,Excellent,No,1996-02-27,,,,10,
00-62811125,Edi,Marbun,Male,Bali,Denpasar,2018-03-13,Customer Service,Help Desk Technician,Bachelor,0,Other,7056136,Good,Yes,1984-06-04,,,,3,
00-57303591,Usman,Mustofa,Male,Yogyakarta,Sleman,2016-05-23,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,4966657,Satisfactory,No,1980-02-26,,,,5,
00-37647507,Martana,Megantara,Male,Jawa Barat,Bekasi,2020-06-13,Operations,Inventory Specialist,High School,13,Jobstreet,6593392,Satisfactory,No,1989-09-12,,,,6,
00-11306363,Ivan,Sihombing,Male,Jawa Barat,Depok,2020-12-19,Sales,Sales Consultant,Bachelor,0,LinkedIn,23243769,Satisfactory,Yes,1980-10-10,,,,12,
00-53560692,Mumpuni,Rajasa,Male,Jawa Tengah,Semarang,2016-10-08,Sales,Sales Specialist,Master,0,LinkedIn,10954248,Excellent,No,1963-10-25,,,,10,
00-51536803,Damu,Iswahyudi,Male,DKI Jakarta,Jakarta Barat,2022-02-11,Customer Service,Support Specialist,High School,0,LinkedIn,4972267,Satisfactory,No,1974-04-11,,,,2,
00-23652183,Harsanto,Wacana,Male,DKI Jakarta,Jakarta Pusat,2023-02-08,Sales,Sales Representative,Bachelor,11,Jobstreet,11785759,Satisfactory,Yes,1968-10-23,,,,2,
00-23437484,Farhunnisa,Mulyani,Female,Banten,Cilegon,2019-10-04,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,4695252,Excellent,No,1997-04-02,,,,10,
00-22717763,Oman,Wahyudin,Male,Jawa Timur,Madiun,2021-04-19,Operations,Logistics Coordinator,Bachelor,0,Other,17339372,Satisfactory,No,1971-07-29,,,,4,
00-29102432,Shakila,Nurdiyanti,Female,Jawa Tengah,Surakarta,2018-11-19,IT,Software Developer,Master,0,Job Fair,29226092,Satisfactory,No,1994-09-29,,,,11,
00-69751747,Rendy,Maryadi,Male,Banten,Cilegon,2022-05-12,Operations,Inventory Specialist,Bachelor,0,Jobstreet,4935741,Good,Yes,1978-06-17,,,,5,
00-33776348,Asmadi,Sinaga,Male,Jawa Barat,Depok,2017-08-16,Customer Service,Support Specialist,Bachelor,0,Job Fair,5938533,Good,No,1998-12-28,,,,8,
00-93346861,Qori,Namaga,Female,Jawa Tengah,Semarang,2018-03-20,Customer Service,Customer Service Representative,Bachelor,0,Job Fair,5607363,Good,No,1975-09-18,,,,3,
00-45976961,Ajiono,Mangunsong,Male,Jawa Timur,Surabaya,2022-01-05,IT,IT Support Specialist,High School,0,LinkedIn,4753333,Good,No,1998-07-02,,,,1,
00-33773513,Radit,Iswahyudi,Male,Jawa Timur,Madura,2024-11-10,IT,IT Support Specialist,High School,0,LinkedIn,4774598,Needs Improvement,No,1994-10-31,,,,11,
00-28150688,Farhunnisa,Wijayanti,Female,Sumatera Utara,Medan,2017-12-11,Customer Service,Customer Service Manager,Master,0,LinkedIn,20599135,Good,No,2002-09-27,,,,12,
00-85952511,Harsanto,Tarihoran,Male,Kalimantan Timur,Samarinda,2018-04-30,Sales,Sales Specialist,Bachelor,0,Jobstreet,24194647,Good,No,1983-04-13,,,,4,
00-31194143,Hartaka,Sihombing,Male,Jawa Barat,Bekasi,2023-10-02,Sales,Sales Consultant,Bachelor,0,Jobstreet,31290324,Good,No,1977-01-11,,,,10,
00-20595135,Nurul,Yolanda,Female,Jawa Timur,Surabaya,2018-07-24,Sales,Sales Consultant,PhD,0,Indeed,32471805,Good,Yes,1965-12-07,,,,7,
00-34574296,Edison,Widodo,Male,Sulawesi Selatan,Makassar,2023-12-26,IT,Software Developer,Master,0,LinkedIn,31031712,Good,Yes,1974-12-20,,,,12,
00-97869173,Zamira,Nasyiah,Female,Banten,Cilegon,2022-01-29,Sales,Sales Specialist,Bachelor,5,Other,16785274,Satisfactory,No,1997-10-20,,,,1,
00-69076543,Cici,Agustina,Female,Banten,Tangerang,2021-11-07,IT,Software Developer,Bachelor,0,Company Website,33748988,Good,No,1961-05-18,,,,11,
00-14293708,Lukman,Dongoran,Male,Jawa Barat,Depok,2019-11-09,Marketing,Marketing Coordinator,Bachelor,0,Other,9733570,Satisfactory,Yes,1986-01-15,,,,11,
00-76077091,Warsita,Mandala,Male,Jawa Tengah,Semarang,2016-12-05,Operations,Operations Analyst,Master,0,Company Website,15017327,Good,No,1993-09-21,,,,12,
00-35670862,Gadang,Prasetya,Male,Jawa Timur,Madura,2023-05-19,Sales,Sales Representative,Bachelor,0,Jobstreet,9940291,Good,No,1968-01-14,,,,5,
00-83919680,Qori,Lailasari,Female,Jawa Barat,Purwakarta,2015-02-05,Operations,Operations Analyst,Bachelor,5,Company Website,17609354,Satisfactory,No,1983-06-08,,,,2,
00-89173318,Kartika,Nurdiyanti,Female,Sumatera Utara,Medan,2022-08-24,Operations,Inventory Specialist,High School,0,Indeed,5905888,Good,Yes,1995-12-31,,,,8,
00-40950556,Indra,Uwais,Male,Kalimantan Timur,Balikpapan,2022-11-16,Customer Service,Help Desk Technician,High School,10,Indeed,4752257,Needs Improvement,No,1977-11-19,,,,11,
00-11304964,Citra,Puspasari,Female,Banten,Serang,2024-06-01,Sales,Sales Representative,Bachelor,0,LinkedIn,8153322,Satisfactory,No,1976-07-09,,,,6,
00-93488889,Ayu,Pratiwi,Female,Sulawesi Selatan,Pare-Pare,2017-10-08,Operations,Logistics Coordinator,Bachelor,8,Jobstreet,11325592,Good,Yes,1986-09-30,,,,10,
00-11638103,Uda,Halim,Male,Jawa Timur,Surabaya,2017-04-20,Operations,Logistics Coordinator,Bachelor,0,Other,14263764,Good,Yes,1963-04-28,,,,4,
00-10403216,Hani,Yuniar,Female,Jawa Timur,Malang,2017-12-05,Operations,Operations Analyst,Master,0,LinkedIn,12996153,Excellent,Yes,1979-06-13,,,,12,
00-38791442,Wirda,Maryati,Female,Banten,Tangerang,2019-02-13,Operations,Inventory Specialist,Bachelor,0,Indeed,6001561,Good,Yes,1997-03-16,,,,2,
00-48146203,Siska,Aryani,Female,Jawa Timur,Malang,2016-11-17,Sales,Sales Representative,Bachelor,0,Indeed,4853154,Excellent,Yes,1982-08-15,,,,11,
00-94135858,Wardi,Prakasa,Male,DKI Jakarta,Jakarta Timur,2021-03-05,Marketing,Marketing Coordinator,Bachelor,6,Jobstreet,7919081,Good,Yes,1982-10-30,,,,3,
00-97770504,Balidin,Gunawan,Male,DKI Jakarta,Jakarta Timur,2018-09-21,Finance,Financial Analyst,PhD,0,LinkedIn,18042183,Good,Yes,1964-07-23,,,,9,
00-33389105,Mutia,Pudjiastuti,Female,Jawa Timur,Surabaya,2024-04-08,Customer Service,Customer Service Representative,High School,13,Jobstreet,6719381,Good,No,2003-01-16,,,,4,
00-42699596,Tira,Yolanda,Female,Kalimantan Timur,Samarinda,2023-01-24,Customer Service,Support Specialist,High School,14,Other,4515255,Excellent,No,1984-04-25,,,,1,
00-55696789,Mustofa,Hutagalung,Male,DKI Jakarta,Jakarta Pusat,2017-03-20,IT,Software Developer,Master,0,Jobstreet,29563105,Good,Yes,1999-02-27,,,,3,
00-19484050,Lala,Suartini,Female,Sulawesi Selatan,Makassar,2015-01-11,IT,Software Developer,Bachelor,0,Company Website,19356103,Good,No,1977-03-22,,,,1,
00-86422833,Jamal,Pratama,Male,Jawa Timur,Blitar,2024-10-30,IT,IT Support Specialist,Bachelor,0,Indeed,8924352,Needs Improvement,Yes,1976-07-27,,,,10,
00-12579877,Hendri,Irawan,Male,Sulawesi Selatan,Makassar,2019-12-21,Sales,Sales Specialist,Bachelor,12,Job Fair,13385892,Excellent,No,1992-01-14,,,,12,
00-83483941,Koko,Damanik,Male,DKI Jakarta,Jakarta Timur,2016-08-27,Sales,Sales Specialist,Bachelor,0,Jobstreet,12598680,Good,Yes,1995-10-05,,,,8,
00-68952764,Vera,Puspasari,Female,Sulawesi Selatan,Makassar,2019-09-16,IT,Software Developer,Bachelor,0,Other,23241247,Good,No,2000-06-22,,,,9,
00-42431822,Tantri,Yolanda,Female,Bali,Ubud,2024-03-14,Sales,Sales Specialist,Bachelor,0,LinkedIn,11924760,Good,Yes,1989-04-23,,,,3,
00-26818338,Emas,Budiman,Male,Sulawesi Selatan,Gowa,2022-09-02,Sales,Sales Representative,Bachelor,10,Job Fair,7587001,Good,No,1999-07-05,,,,9,
00-36017491,Yoga,Kuswoyo,Male,Yogyakarta,Sleman,2020-03-26,Sales,Sales Representative,Bachelor,0,Company Website,9155647,Excellent,No,1964-01-16,,,,3,
00-87987635,Ikin,Waskita,Male,Bali,Denpasar,2022-01-01,Customer Service,Customer Service Representative,Bachelor,0,Other,7977060,Satisfactory,Yes,1998-09-13,,,,1,
00-40202787,Sadina,Fujiati,Female,Jawa Barat,Bogor,2015-11-14,Sales,Sales Representative,Bachelor,5,Indeed,12309969,Needs Improvement,No,1996-01-22,,,,11,
00-71535643,Rafid,Pratama,Male,Jawa Barat,Bogor,2018-07-23,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,12593559,Needs Improvement,No,1984-11-10,,,,7,
00-54035727,Tira,Wahyuni,Female,Jawa Timur,Madiun,2015-10-16,Operations,Operations Analyst,Bachelor,0,Jobstreet,19250372,Good,No,1985-06-01,,,,10,
00-56699561,Nasrullah,Wahyudin,Male,DKI Jakarta,Jakarta Barat,2023-01-18,IT,IT Support Specialist,Bachelor,0,Other,8558114,Good,No,1995-03-28,,,,1,
