"employee_id","first_name","last_name","gender","province","city","hiredate","department","job_title","education_level","absences","recruitment_source","salary","performance_rating","overtime","birthdate","termdate","termination_reason"
"00-88809362",Jessica,Fujiati,Female,Jawa Barat,Bekasi,2023-06-07,Operations,Operations Analyst,Master,0,Jobstreet,15094736,Satisfactory,No,1998-11-04,,
"00-15020855",Devi,Nurdiyanti,Female,Jawa Barat,Bandung,2017-11-10,Operations,Inventory Specialist,High School,0,Job Fair,7981789,Excellent,No,1988-06-02,,
"00-72157065",Martani,Sitorus,Male,Sulawesi Selatan,Gowa,2016-07-22,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,10553513,Good,No,1986-10-30,,
"00-41080809",Michelle,Zulaika,Female,Jawa Barat,Bekasi,2023-02-27,Operations,Inventory Specialist,High School,19,Jobstreet,8622472,Satisfactory,No,1960-10-29,,
"00-28906261",Ulya,Nuraini,Female,Sulawesi Selatan,Gowa,2022-12-26,Marketing,Marketing Coordinator,Bachelor,0,Job Fair,7332166,Good,No,1999-07-10,,
"00-79296719",Bagus,Budiyanto,Male,Sulawesi Selatan,Pare-Pare,2024-10-12,Operations,Operations Analyst,Master,7,Indeed,16291937,Satisfactory,No,2004-01-01,,
"00-80234403",Caket,Prasasta,Male,Jawa Barat,Bogor,2024-09-10,Operations,Logistics Coordinator,Bachelor,0,Other,14949580,Good,No,2000-11-05,,
"00-27609040",Ajiman,Prakasa,Male,Jakarta,Jakarta Barat,2018-12-19,Customer Service,Customer Service Representative,High School,0,Other,10903142,Good,No,1964-12-03,,
"00-67834613",Vega,Saragih,Male,Jawa Barat,Bandung,2015-01-18,Sales,Sales Representative,Bachelor,0,Jobstreet,14976490,Good,Yes,1999-05-11,,
"00-62027391",Hesti,Kuswandari,Female,Jawa Barat,Bandung,2017-01-06,Sales,Sales Specialist,Bachelor,0,LinkedIn,17159326,Excellent,No,1990-10-22,,
"00-20066099",Ellis,Farida,Female,Jawa Barat,Bandung,2024-12-17,Customer Service,Support Specialist,Bachelor,13,Other,5865464,Good,No,2002-11-01,,
"00-76776383",Ina,Hariyah,Female,Jawa Barat,Bekasi,2016-06-26,Operations,Operations Analyst,Master,0,Jobstreet,13172466,Excellent,Yes,1961-07-15,,
"00-51546065",Rahmi,Mandasari,Female,Jawa Barat,Bekasi,2020-11-20,Customer Service,Support Specialist,Bachelor,0,Jobstreet,5980425,Good,No,1971-01-19,,
"00-22631766",Lantar,Firmansyah,Male,Banten,Cilegon,2019-11-14,Sales,Sales Representative,Bachelor,0,Indeed,10183918,Good,No,1997-05-03,,
"00-31672470",Rendy,Habibi,Male,Bali,Kuta,2016-02-14,Finance,Accounts Payable Specialist,Bachelor,0,Indeed,13509009,Good,No,1965-09-26,,
"00-57428314",Najwa,Novitasari,Female,Jawa Barat,Bandung,2016-01-25,Sales,Sales Consultant,Bachelor,13,Job Fair,26830978,Excellent,No,1960-04-08,,
"00-71839630",Rangga,Januar,Male,Jawa Barat,Bandung,2017-06-15,Sales,Sales Consultant,PhD,0,Company Website,26242853,Satisfactory,No,1976-08-08,,
"00-69330327",Gandi,Waskita,Male,Jawa Barat,Bekasi,2022-11-21,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,16357524,Satisfactory,Yes,1976-09-03,,
"00-86334111",Unjani,Susanti,Female,Jawa Barat,Bekasi,2019-05-06,IT,Software Developer,Master,0,Jobstreet,19729187,Satisfactory,No,1986-10-04,,
"00-48470165",Devi,Laksmiwati,Female,Banten,Tangerang,2019-05-05,Marketing,Content Creator,Bachelor,0,Company Website,6796911,Good,No,2003-03-13,,
"00-27311971",Raihan,Widodo,Male,Jawa Barat,Bandung,2019-03-24,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,12331613,Excellent,Yes,1989-06-19,,
"00-93836675",Vanesa,Fujiati,Female,Jawa Barat,Bekasi,2024-08-18,Operations,Operations Analyst,Bachelor,0,Other,21010415,Satisfactory,Yes,1984-04-14,,
"00-65457991",Cawuk,Marbun,Male,Jawa Barat,Bandung,2020-01-25,Sales,Sales Representative,Bachelor,0,Jobstreet,15010974,Satisfactory,No,1989-09-27,,
"00-15727818",Banawa,Mandala,Male,Jakarta,Jakarta Barat,2021-02-24,Customer Service,Help Desk Technician,High School,0,Other,5685586,Good,No,1960-07-09,,
"00-42858752",Usyi,Oktaviani,Female,Sulawesi Selatan,Gowa,2022-03-07,Sales,Sales Representative,Bachelor,0,LinkedIn,8494780,Satisfactory,Yes,1992-11-21,,
"00-30744991",Mursinin,Nashiruddin,Male,Jawa Barat,Bekasi,2023-08-03,IT,Software Developer,Master,0,Jobstreet,17073812,Satisfactory,No,1983-04-04,,
"00-31234023",Eli,Usada,Female,Sumatera Utara,Medan,2020-04-04,Customer Service,Support Specialist,High School,0,Other,5608028,Satisfactory,No,1974-04-11,,
"00-62106408",Ratna,Fujiati,Female,Jawa Barat,Bekasi,2023-02-21,Operations,Inventory Specialist,High School,0,LinkedIn,8401640,Satisfactory,No,2000-04-17,,
"00-56833660",Cinthia,Suartini,Female,Jawa Barat,Bogor,2019-10-30,Operations,Inventory Specialist,High School,0,LinkedIn,9239678,Good,No,1983-06-23,,
"00-72391513",Endah,Anggraini,Female,Jawa Barat,Bekasi,2016-12-07,Sales,Sales Representative,Bachelor,0,LinkedIn,9690949,Satisfactory,No,1983-06-19,,
"00-24542266",Jinawi,Gunarto,Male,Jawa Barat,Bandung,2024-01-03,Marketing,SEO Specialist,Bachelor,0,Other,20327334,Satisfactory,No,1977-09-09,,
"00-68131630",Agnes,Mardhiyah,Female,Jawa Barat,Bandung,2017-12-26,Customer Service,Support Specialist,Bachelor,13,LinkedIn,4952043,Good,No,1996-04-23,,
"00-52585253",Bakidin,Thamrin,Male,Jawa Barat,Bandung,2018-09-11,IT,IT Support Specialist,Bachelor,0,LinkedIn,7423264,Good,No,1985-06-28,,
"00-38539411",Rika,Puspita,Female,Jawa Barat,Bandung,2022-06-11,Customer Service,Customer Service Manager,Bachelor,0,Other,20613018,Good,No,1980-11-17,,
"00-47362868",Marsito,Waskita,Male,Jawa Barat,Bogor,2019-11-04,IT,IT Support Specialist,High School,0,Jobstreet,7417066,Good,No,1973-03-06,,
"00-73077976",Vera,Yulianti,Female,Jawa Barat,Bogor,2017-09-26,Sales,Sales Representative,Bachelor,0,Company Website,7326753,Good,No,2003-10-05,,
"00-86263395",Budi,Jailani,Male,Jawa Barat,Bogor,2015-02-25,Customer Service,Customer Service Representative,High School,11,LinkedIn,5865153,Excellent,No,2000-05-26,,
"00-61040965",Manah,Mansur,Male,Jawa Barat,Bogor,2016-07-22,Operations,Operations Manager,Master,7,Other,26660180,Needs Improvement,No,1983-12-12,,
"00-67728351",Mila,Safitri,Female,Jawa Barat,Bekasi,2024-04-02,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8481376,Excellent,No,1984-09-17,,
"00-38386094",Ellis,Astuti,Female,Jawa Barat,Bogor,2023-08-20,Sales,Sales Specialist,Master,0,Jobstreet,15694265,Good,No,1974-08-18,,
"00-46218400",Cemeti,Tamba,Male,Jawa Barat,Bekasi,2017-07-14,Sales,Sales Manager,PhD,0,Other,25550216,Good,No,1969-07-16,,
"00-29023738",Luwar,Gunawan,Male,Jawa Timur,Blitar,2016-08-31,HR,HR Coordinator,Master,0,Jobstreet,19319438,Satisfactory,No,1971-10-02,,
"00-50042087",Raden,Wijaya,Male,Jawa Barat,Bandung,2023-04-27,Sales,Sales Consultant,Bachelor,6,LinkedIn,27374134,Good,Yes,1991-07-04,,
"00-66334114",Kamaria,Oktaviani,Female,Jawa Barat,Bekasi,2020-01-02,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,14693997,Excellent,No,1991-03-14,,
"00-34706569",Kalim,Lazuardi,Male,Sumatera Utara,Medan,2023-03-16,Finance,Finance Manager,PhD,0,Other,61974986,Satisfactory,No,1982-06-29,,
"00-55905032",Banara,Saptono,Male,Sumatera Utara,Binjai,2024-02-07,Marketing,SEO Specialist,Bachelor,6,Company Website,21449342,Excellent,No,1993-04-25,,
"00-36656353",Lasmanto,Najmudin,Male,Jawa Barat,Bogor,2018-12-02,Sales,Sales Representative,Bachelor,8,Job Fair,14567731,Satisfactory,No,2001-07-18,,
"00-73820451",Vanya,Widiastuti,Female,Jawa Barat,Bekasi,2020-03-26,Sales,Sales Representative,Bachelor,0,LinkedIn,4468634,Good,Yes,2003-02-11,,
"00-68624154",Malika,Maryati,Female,Jawa Barat,Bandung,2018-04-18,Operations,Logistics Coordinator,Bachelor,15,LinkedIn,14194977,Needs Improvement,No,1981-01-02,,
"00-62229213",Anastasia,Melani,Female,Jawa Barat,Bandung,2023-02-13,Customer Service,Customer Service Manager,Master,0,Indeed,27224561,Good,No,1968-07-12,,
"00-90145249",Raden,Hutagalung,Male,Jawa Barat,Bandung,2017-09-24,Customer Service,Help Desk Technician,Bachelor,0,Other,5942525,Excellent,Yes,1960-06-12,,
"00-87643527",Zulfa,Yulianti,Female,Jawa Barat,Bandung,2021-07-13,Customer Service,Help Desk Technician,High School,14,LinkedIn,5749246,Satisfactory,No,1997-09-22,,
"00-52481963",Cecep,Hutapea,Male,Jawa Barat,Bekasi,2015-09-18,Sales,Sales Representative,Bachelor,0,Other,9480649,Satisfactory,Yes,1970-08-15,,
"00-77034462",Virman,Damanik,Male,Jawa Barat,Bandung,2023-01-21,Sales,Sales Representative,Bachelor,8,Other,10613668,Good,No,1982-09-06,,
"00-64544291",Mariadi,Najmudin,Male,Jawa Tengah,Solo,2017-04-21,Operations,Logistics Coordinator,Bachelor,0,Other,9530653,Satisfactory,No,1989-04-23,,
"00-70473000",Fathonah,Usamah,Female,Jawa Barat,Bogor,2024-04-07,Sales,Sales Consultant,Bachelor,0,Indeed,22741642,Good,No,1982-06-22,,
"00-70307870",Juli,Yuniar,Female,Jawa Tengah,Semarang,2021-01-17,IT,System Administrator,Master,0,Job Fair,12608057,Good,No,1967-05-24,,
"00-14897064",Ciaobella,Farida,Female,Sumatera Utara,Tebing Tinggi,2017-12-26,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,11191720,Satisfactory,Yes,1964-10-16,,
"00-83294452",Kawaya,Irawan,Male,Jawa Barat,Bekasi,2023-03-03,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,7573852,Good,No,1967-05-23,,
"00-39009455",Winda,Aryani,Female,Sumatera Utara,Binjai,2018-07-08,Operations,Inventory Specialist,High School,0,LinkedIn,5123366,Good,Yes,1988-03-22,,
"00-87421674",Kamidin,Hakim,Male,Jawa Barat,Bogor,2024-01-28,IT,Software Developer,Master,0,Jobstreet,23022496,Satisfactory,No,1986-12-04,,
"00-58827665",Umar,Lazuardi,Male,Jawa Barat,Bogor,2015-10-08,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,5242165,Excellent,Yes,1982-06-18,,
"00-26743037",Maimunah,Permata,Female,Jawa Barat,Bogor,2022-06-12,Operations,Logistics Coordinator,Bachelor,0,Company Website,16642332,Excellent,No,1968-09-25,,
"00-65573350",Dalimin,Wahyudin,Male,Jakarta,Jakarta Pusat,2019-09-20,Operations,Logistics Coordinator,Bachelor,15,Jobstreet,5657397,Excellent,Yes,1976-09-06,,
"00-82808690",Jane,Nuraini,Female,Jawa Barat,Bandung,2019-10-30,Sales,Sales Consultant,PhD,0,Job Fair,19373500,Excellent,No,1976-07-22,,
"00-33597329",Carla,Permata,Female,Jawa Barat,Bekasi,2019-03-30,Sales,Sales Specialist,PhD,0,LinkedIn,18979234,Good,No,1986-04-21,,
"00-84189328",Baktiadi,Lazuardi,Male,Jawa Barat,Bekasi,2020-10-13,Sales,Sales Representative,Bachelor,0,Other,14206384,Satisfactory,No,1992-09-15,,
"00-61212562",Laras,Mulyani,Female,Sumatera Utara,Medan,2017-05-26,Sales,Sales Consultant,Bachelor,0,LinkedIn,22762626,Good,No,2003-12-26,,
"00-68719406",Tri,Kusumo,Male,Jawa Barat,Bandung,2021-01-29,Finance,Accountant,Bachelor,0,Indeed,12559626,Satisfactory,No,1998-12-06,,
"00-23317762",Jarwi,Siregar,Male,Jawa Barat,Bandung,2024-07-07,Operations,Operations Analyst,Master,0,Jobstreet,13301600,Excellent,Yes,2000-10-29,,
"00-97191136",Asmadi,Pratama,Male,Banten,Cilegon,2015-02-26,Sales,Sales Consultant,PhD,0,Job Fair,21124519,Satisfactory,No,1976-02-19,,
"00-76626341",Gasti,Yuniar,Female,Jawa Barat,Bogor,2022-03-11,Customer Service,Support Specialist,Bachelor,0,Job Fair,6290395,Satisfactory,Yes,1979-08-21,,
"00-23381785",Kayla,Rahimah,Female,Jawa Barat,Bogor,2021-02-22,Operations,Logistics Coordinator,Bachelor,0,Company Website,8853895,Satisfactory,No,1983-11-20,,
"00-14380267",Michelle,Melani,Female,Jawa Barat,Bandung,2022-09-03,Operations,Inventory Specialist,Bachelor,0,LinkedIn,6272675,Good,No,1982-04-17,,
"00-39914362",Gatot,Mansur,Male,Jawa Barat,Bogor,2023-03-20,IT,IT Support Specialist,Bachelor,11,LinkedIn,8436990,Good,No,1992-02-14,,
"00-25368078",Gandewa,Haryanto,Male,Sumatera Utara,Medan,2017-01-13,Operations,Logistics Coordinator,Bachelor,8,Jobstreet,14000215,Excellent,Yes,1981-10-19,,
"00-57058571",Talia,Handayani,Female,Jawa Barat,Bandung,2024-04-18,Customer Service,Support Specialist,High School,0,Jobstreet,4853605,Satisfactory,No,1989-03-13,,
"00-96551565",Cahya,Hakim,Male,Jakarta,Jakarta Pusat,2022-11-27,Marketing,Content Creator,Bachelor,6,Indeed,8167748,Good,No,2000-04-09,,
"00-11020743",Jaka,Pradana,Male,Jawa Barat,Bandung,2024-06-11,Operations,Inventory Specialist,High School,20,Job Fair,7112934,Good,No,2003-02-24,,
"00-48064741",Ella,Padmasari,Female,Jawa Barat,Bandung,2017-03-27,Operations,Operations Analyst,Master,0,LinkedIn,14856809,Good,Yes,1995-12-05,,
"00-51258084",Timbul,Maulana,Male,Jawa Barat,Bogor,2023-08-23,Sales,Sales Representative,Bachelor,0,LinkedIn,9269192,Good,No,1984-02-21,,
"00-42420888",Candrakanta,Widodo,Male,Jawa Barat,Bogor,2015-11-05,IT,IT Support Specialist,Bachelor,0,Jobstreet,5604839,Good,Yes,1967-11-12,,
"00-12084410",Makuta,Samosir,Male,Jakarta,Jakarta Pusat,2015-12-18,Operations,Inventory Specialist,Bachelor,0,Indeed,5603864,Satisfactory,No,1984-02-08,,
"00-79654067",Ella,Nuraini,Female,Jawa Barat,Bandung,2023-02-03,Sales,Sales Representative,Bachelor,0,Jobstreet,5938716,Good,Yes,1982-09-19,,
"00-54975010",Hendra,Rajata,Male,Sulawesi Selatan,Pare-Pare,2017-07-09,Marketing,Marketing Coordinator,Bachelor,0,Indeed,11627141,Good,No,1989-06-20,,
"00-42458022",Zelda,Nurdiyanti,Female,Jawa Barat,Bogor,2020-08-17,Operations,Logistics Coordinator,Bachelor,0,Company Website,13815432,Satisfactory,No,1997-01-04,,
"00-92714079",Jasmani,Pradipta,Male,Jawa Barat,Bekasi,2021-04-19,Sales,Sales Specialist,PhD,0,Jobstreet,20432901,Good,No,1986-08-19,,
"00-87558199",Amalia,Utami,Female,Jawa Barat,Bogor,2019-10-13,IT,System Administrator,Bachelor,0,Job Fair,16674820,Satisfactory,Yes,1995-04-27,,
"00-33315937",Teddy,Maheswara,Male,Jawa Barat,Bandung,2019-04-07,Operations,Inventory Specialist,Bachelor,0,Job Fair,10613157,Good,No,1981-08-26,,
"00-31265947",Gamanto,Pratama,Male,Jawa Barat,Bekasi,2019-08-14,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9255088,Good,No,1995-07-24,,
"00-26955763",Gawati,Lestari,Female,Jakarta,Jakarta Pusat,2020-12-20,Sales,Sales Representative,Bachelor,0,LinkedIn,10139656,Satisfactory,No,2001-08-29,,
"00-62614983",Kemal,Adriansyah,Male,Jawa Barat,Bandung,2023-06-12,Customer Service,Customer Service Representative,High School,0,Job Fair,8948474,Good,No,1991-11-14,,
"00-84209721",Artawan,Damanik,Male,Jakarta,Jakarta Timur,2017-07-02,IT,Software Developer,Master,0,Indeed,27793309,Satisfactory,No,1999-01-20,,
"00-22516397",Uchita,Widiastuti,Female,Jawa Barat,Bandung,2016-01-14,Finance,Accountant,Bachelor,0,Job Fair,15026184,Good,No,1980-01-24,,
"00-94408740",Lintang,Wastuti,Female,Jawa Barat,Bandung,2023-06-03,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,5758680,Satisfactory,No,1989-04-05,,
"00-92959929",Jatmiko,Waskita,Male,Jawa Barat,Bandung,2022-11-06,Operations,Logistics Coordinator,Bachelor,10,Indeed,13025885,Good,No,1970-01-22,,
"00-61325510",Tami,Hariyah,Female,Sumatera Utara,Binjai,2015-06-25,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,6121311,Good,Yes,1967-01-10,,
"00-70895423",Jumari,Lazuardi,Male,Jawa Barat,Bogor,2021-02-02,Customer Service,Support Specialist,High School,13,Jobstreet,4697181,Good,No,1984-12-21,,
"00-42174926",Puti,Andriani,Female,Jawa Barat,Bandung,2022-09-27,Operations,Logistics Coordinator,Bachelor,0,Other,8106051,Satisfactory,No,1994-10-01,,
"00-36015276",Opan,Putra,Male,Jakarta,Jakarta Barat,2020-03-25,Sales,Sales Consultant,Master,0,LinkedIn,26324215,Good,Yes,1972-07-12,,
"00-60748656",Cahyadi,Nugroho,Male,Sumatera Utara,Medan,2023-04-25,Sales,Sales Representative,Bachelor,0,Job Fair,13959487,Satisfactory,No,1974-06-02,,
"00-46905154",Halima,Haryanti,Female,Banten,Cilegon,2016-01-07,Finance,Financial Analyst,Bachelor,0,Company Website,17811857,Good,No,1993-05-08,,
"00-13105908",Jatmiko,Sitorus,Male,Jawa Barat,Bandung,2021-04-29,IT,System Administrator,Bachelor,12,Company Website,19626927,Needs Improvement,No,1989-03-01,,
"00-23880694",Elisa,Yuniar,Female,Jawa Barat,Bekasi,2016-11-29,Sales,Sales Consultant,Master,0,Job Fair,21194212,Needs Improvement,No,1998-12-23,,
"00-24371585",Queen,Aryani,Female,Jawa Tengah,Magelang,2017-06-26,Operations,Inventory Specialist,High School,12,LinkedIn,5597279,Good,No,2001-09-23,,
"00-22452337",Jaiman,Winarno,Male,Jawa Barat,Bogor,2016-02-23,Operations,Logistics Coordinator,Bachelor,7,LinkedIn,13751981,Good,No,1988-01-26,,
"00-37913590",Taufan,Thamrin,Male,Jawa Barat,Bogor,2019-06-07,Operations,Logistics Coordinator,Bachelor,0,Company Website,17061405,Satisfactory,Yes,1986-09-25,,
"00-12947014",Fitria,Rahimah,Female,Jawa Barat,Bekasi,2019-09-01,Marketing,SEO Specialist,Bachelor,0,Indeed,18182071,Satisfactory,No,2001-09-27,,
"00-20242515",Malika,Agustina,Female,Jawa Barat,Bekasi,2017-12-01,Operations,Inventory Specialist,High School,0,Jobstreet,6417262,Excellent,Yes,1982-06-06,,
"00-52088657",Sari,Hartati,Female,Jawa Barat,Bogor,2021-05-30,Operations,Inventory Specialist,Bachelor,0,Company Website,8965687,Excellent,No,1972-04-17,,
"00-31622965",Tugiman,Situmorang,Male,Jawa Barat,Bandung,2017-05-10,IT,Software Developer,Master,0,Indeed,29623313,Excellent,No,1972-08-15,,
"00-98538924",Karta,Budiyanto,Male,Sumatera Utara,Binjai,2020-04-25,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,8765325,Good,No,1966-09-11,,
"00-14221211",Maria,Pudjiastuti,Female,Sumatera Utara,Medan,2016-09-28,Operations,Inventory Specialist,High School,11,Jobstreet,8555223,Satisfactory,No,1989-10-13,,
"00-74949433",Rahmi,Maryati,Female,Jawa Barat,Bekasi,2024-11-01,Customer Service,Support Specialist,Bachelor,0,Indeed,6552688,Good,No,2003-09-28,,
"00-10673042",Mahdi,Gunarto,Male,Bali,Denpasar,2017-08-29,Finance,Accountant,Bachelor,0,Job Fair,18549734,Needs Improvement,No,1993-03-28,,
"00-26320018",Tasnim,Marbun,Male,Jawa Barat,Bekasi,2017-10-13,IT,System Administrator,Master,0,LinkedIn,19952074,Satisfactory,No,1977-09-11,,
"00-13092131",Amelia,Winarsih,Female,Jakarta,Jakarta Barat,2020-12-19,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,10348772,Good,No,1983-05-27,,
"00-58974793",Mursita,Najmudin,Male,Jawa Barat,Bekasi,2016-12-10,Operations,Inventory Specialist,Bachelor,10,Company Website,7796183,Needs Improvement,No,1973-08-25,,
"00-53961638",Aslijan,Hakim,Male,Jawa Barat,Bandung,2017-05-29,Sales,Sales Consultant,Bachelor,0,Indeed,19398871,Good,No,1972-04-06,,
"00-26989313",Ghani,Pradipta,Male,Jawa Barat,Bandung,2017-08-29,Sales,Sales Specialist,Bachelor,0,Job Fair,13541505,Satisfactory,No,1993-10-22,,
"00-22343983",Azalea,Riyanti,Female,Jawa Tengah,Magelang,2018-05-23,Operations,Inventory Specialist,High School,11,Jobstreet,7483609,Good,No,1983-02-15,,
"00-49503079",Ellis,Hassanah,Female,Jawa Barat,Bekasi,2019-08-06,Operations,Operations Analyst,Bachelor,0,Company Website,17055762,Good,Yes,1984-10-02,,
"00-78807596",Titin,Maryati,Female,Jawa Barat,Bandung,2024-02-23,Operations,Inventory Specialist,High School,0,LinkedIn,4273595,Good,No,2001-05-27,,
"00-33214233",Gandewa,Lazuardi,Male,Sulawesi Selatan,Gowa,2017-07-29,Sales,Sales Specialist,PhD,0,Jobstreet,12132892,Satisfactory,No,1994-03-27,,
"00-62724203",Balijan,Simbolon,Male,Jawa Barat,Bandung,2016-07-04,Customer Service,Support Specialist,Bachelor,0,Job Fair,6293636,Satisfactory,No,1975-02-04,,
"00-32233584",Unjani,Maryati,Female,Jawa Barat,Bekasi,2023-10-20,Operations,Logistics Coordinator,Bachelor,0,Company Website,14497437,Satisfactory,No,1985-01-23,,
"00-68179582",Panca,Wibowo,Male,Jawa Barat,Bogor,2023-03-29,IT,Software Developer,Master,0,Job Fair,19900066,Needs Improvement,No,1992-02-14,,
"00-46463456",Galur,Nugroho,Male,Sumatera Utara,Binjai,2023-12-15,Customer Service,Customer Service Representative,High School,18,Jobstreet,6548393,Excellent,No,2002-11-10,,
"00-91509842",Emas,Ramadan,Male,Jawa Barat,Bogor,2018-09-22,Operations,Operations Analyst,Master,0,Jobstreet,11385199,Excellent,Yes,1973-10-02,,
"00-57367517",Indra,Mandala,Male,Jawa Barat,Bogor,2018-01-22,Operations,Operations Analyst,Master,0,Other,11890608,Satisfactory,No,1984-02-12,,
"00-18625670",Bella,Rahimah,Female,Jawa Barat,Bandung,2019-05-15,IT,Software Developer,Master,8,LinkedIn,20181480,Good,No,1996-09-09,,
"00-43965629",Jabal,Prasasta,Male,Jawa Barat,Bogor,2020-07-13,Marketing,Content Creator,Bachelor,6,LinkedIn,15564597,Good,No,1989-07-07,,
"00-96583583",Paramita,Kusmawati,Female,Jawa Barat,Bandung,2024-07-01,Customer Service,Customer Service Representative,High School,11,LinkedIn,9098784,Needs Improvement,No,1977-12-11,,
"00-63459816",Nyana,Santoso,Male,Sumatera Utara,Tebing Tinggi,2015-09-21,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,7960534,Good,No,1977-03-05,,
"00-53309532",Yunita,Zulaika,Female,Jawa Barat,Bekasi,2019-12-16,Operations,Inventory Specialist,High School,11,Other,4537655,Good,No,1987-02-14,,
"00-42926044",Icha,Uyainah,Female,Jawa Barat,Bekasi,2016-08-29,Operations,Logistics Coordinator,Bachelor,9,LinkedIn,4448610,Good,No,1977-10-03,,
"00-59924201",Kartika,Hassanah,Female,Jawa Barat,Bogor,2017-03-15,Customer Service,Support Specialist,Bachelor,15,LinkedIn,7465295,Satisfactory,Yes,1981-11-08,,
"00-11292919",Michelle,Haryanti,Female,Jawa Barat,Bogor,2018-02-01,Sales,Sales Representative,Bachelor,0,LinkedIn,8617031,Good,Yes,1972-03-15,,
"00-54140102",Hartaka,Irawan,Male,Jawa Barat,Bandung,2017-04-22,Operations,Logistics Coordinator,Bachelor,13,Other,10790411,Good,No,1983-04-09,,
"00-53159218",Yusuf,Firgantoro,Male,Sulawesi Selatan,Makassar,2023-02-12,Operations,Logistics Coordinator,Bachelor,0,Job Fair,14396424,Good,Yes,1994-12-15,,
"00-61753132",Eli,Puspasari,Female,Jawa Barat,Bogor,2017-02-13,Operations,Logistics Coordinator,Bachelor,10,Company Website,10880096,Needs Improvement,Yes,1987-11-01,,
"00-39187446",Tami,Laksita,Female,Jawa Barat,Bogor,2016-07-11,Customer Service,Support Specialist,High School,0,Job Fair,6692848,Good,Yes,1990-04-23,,
"00-91591543",Cakrawangsa,Jailani,Male,Jawa Barat,Bandung,2024-07-21,Finance,Accountant,Bachelor,0,Job Fair,13736069,Good,No,1960-04-16,,
"00-87034049",Wawan,Sihotang,Male,Jawa Tengah,Semarang,2023-01-09,IT,Software Developer,Bachelor,11,LinkedIn,21007752,Good,No,1996-09-12,,
"00-68412302",Emil,Pranowo,Male,Jawa Barat,Bandung,2018-09-23,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,15424942,Good,No,1987-11-28,,
"00-36457435",Puput,Kuswandari,Female,Jawa Barat,Bandung,2015-07-04,Operations,Inventory Specialist,High School,10,LinkedIn,6608350,Good,No,1964-03-07,,
"00-16280294",Ganjaran,Pranowo,Male,Jawa Barat,Bandung,2024-06-21,Customer Service,Help Desk Technician,Bachelor,0,Company Website,5792385,Good,No,1974-11-17,,
"00-26655437",Unjani,Anggraini,Female,Sumatera Utara,Medan,2019-04-24,Operations,Logistics Coordinator,Bachelor,12,Other,4481021,Good,No,1983-09-19,,
"00-89345641",Dacin,Firmansyah,Male,Jawa Barat,Bogor,2018-01-09,Operations,Inventory Specialist,Bachelor,0,LinkedIn,6604605,Good,No,1996-04-06,,
"00-48257007",Wani,Nuraini,Female,Bali,Denpasar,2015-11-21,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,8188727,Satisfactory,No,2001-10-02,,
"00-71977968",Putri,Prastuti,Female,Jawa Barat,Bandung,2017-06-09,Finance,Accountant,Bachelor,0,Jobstreet,20864664,Satisfactory,Yes,1987-11-29,,
"00-81600729",Labuh,Narpati,Male,Jawa Barat,Bekasi,2024-09-11,Sales,Sales Consultant,Bachelor,0,Other,27023062,Good,No,1960-07-24,,
"00-96540325",Mariadi,Wijaya,Male,Jawa Barat,Bandung,2015-05-07,IT,IT Support Specialist,High School,0,LinkedIn,4540107,Good,Yes,1992-06-11,,
"00-65710942",Nova,Wastuti,Female,Jawa Barat,Bandung,2022-11-23,Operations,Logistics Coordinator,Bachelor,11,Company Website,11850237,Good,No,2000-01-05,,
"00-56415774",Pia,Usada,Female,Jawa Barat,Bandung,2019-06-27,Sales,Sales Representative,Bachelor,0,LinkedIn,7081816,Good,Yes,2001-12-26,,
"00-52033591",Gadang,Suryono,Male,Jawa Barat,Bekasi,2020-02-21,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,11547047,Good,Yes,1967-03-31,,
"00-50056450",Widya,Purnawati,Female,Jawa Barat,Bekasi,2022-03-08,Sales,Sales Specialist,Master,0,Other,12178356,Good,No,1976-03-01,,
"00-96046600",Paiman,Mustofa,Male,Sumatera Utara,Tebing Tinggi,2024-03-29,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,8388387,Satisfactory,No,1991-02-22,,
"00-60184824",Jayadi,Nashiruddin,Male,Jawa Barat,Bogor,2024-04-21,Sales,Sales Consultant,PhD,0,LinkedIn,25997771,Good,No,1991-01-24,,
"00-40066698",Prasetya,Dongoran,Male,Jawa Barat,Bogor,2015-02-27,Operations,Logistics Coordinator,Bachelor,0,Other,13660251,Good,No,1998-02-18,,
